entry_date,exit_date,signal_str,entry_price,exit_price,pnl_pct,pnl_usd,capital_after,prob_ensemble
2026-03-16,2026-03-23,CASH,5052.5,4570.4,0.0,0.0,10000.0,0.41426781634460363
